from	to	source	database
Ndp	Fzd4	pharmacology	guide2pharmacology
Nmb	Grpr	pharmacology	guide2pharmacology
Nmb	Nmbr	pharmacology	guide2pharmacology
Grp	Grpr	pharmacology	guide2pharmacology
Grp	Nmbr	pharmacology	guide2pharmacology
Nmu	Nmur1	pharmacology	guide2pharmacology
Nmu	Nmur2	pharmacology	guide2pharmacology
Nms	Nmur1	pharmacology	guide2pharmacology
Nms	Nmur2	pharmacology	guide2pharmacology
Nppc	Npr2	pharmacology	guide2pharmacology
Nps	Npsr1	pharmacology	guide2pharmacology
Npw	Npbwr1	pharmacology	guide2pharmacology
Npb	Npbwr1	pharmacology	guide2pharmacology
Ntf3	Ngfr	pharmacology	guide2pharmacology
Ntf3	Ntrk3	pharmacology	guide2pharmacology
Ngf	Ngfr	pharmacology	guide2pharmacology
Ntf5	Ngfr	pharmacology	guide2pharmacology
Bdnf	Ngfr	pharmacology	guide2pharmacology
Nts	Ntsr1	pharmacology	guide2pharmacology
Nts	Ntsr2	pharmacology	guide2pharmacology
Copa	Ntsr2	pharmacology	guide2pharmacology
Ostn	Npr3	pharmacology	guide2pharmacology
Oxt	Avpr2	pharmacology	guide2pharmacology
Oxt	Avpr1b	pharmacology	guide2pharmacology
Oxt	Oxtr	pharmacology	guide2pharmacology
Oxt	Avpr1a	pharmacology	guide2pharmacology
Avp	Avpr2	pharmacology	guide2pharmacology
Avp	Avpr1b	pharmacology	guide2pharmacology
Avp	Oxtr	pharmacology	guide2pharmacology
Avp	Avpr1a	pharmacology	guide2pharmacology
Pmch	Mchr1	pharmacology	guide2pharmacology
Pnoc	Oprl1	pharmacology	guide2pharmacology
Arf1	Pld2	pharmacology	guide2pharmacology
Nppb	Npr1	pharmacology	guide2pharmacology
Nppa	Npr1	pharmacology	guide2pharmacology
Gh	Prlr	pharmacology	guide2pharmacology
Prl	Prlr	pharmacology	guide2pharmacology
Prok2	Prokr1	pharmacology	guide2pharmacology
Prok2	Prokr2	pharmacology	guide2pharmacology
Prok1	Prokr1	pharmacology	guide2pharmacology
Prok1	Prokr2	pharmacology	guide2pharmacology
Pros1	Tyro3	pharmacology	guide2pharmacology
Pros1	Axl	pharmacology	guide2pharmacology
Gas6	Mertk	pharmacology	guide2pharmacology
Gas6	Tyro3	pharmacology	guide2pharmacology
Gas6	Axl	pharmacology	guide2pharmacology
Psap	Gpr37	pharmacology	guide2pharmacology
Psap	Gpr37l1	pharmacology	guide2pharmacology
Pth2	Pth2r	pharmacology	guide2pharmacology
Pth2	Pth1r	pharmacology	guide2pharmacology
Pthlh	Prlhr	pharmacology	guide2pharmacology
Pthlh	Pth2r	pharmacology	guide2pharmacology
Pthlh	Pth1r	pharmacology	guide2pharmacology
Prlh	Prlhr	pharmacology	guide2pharmacology
Npy	Npy1r	pharmacology	guide2pharmacology
Npy	Npy5r	pharmacology	guide2pharmacology
Npy	Npy4r	pharmacology	guide2pharmacology
Npy	Npy2r	pharmacology	guide2pharmacology
Npy	Prlhr	pharmacology	guide2pharmacology
Pyy	Npy1r	pharmacology	guide2pharmacology
Pyy	Npy5r	pharmacology	guide2pharmacology
Pyy	Npy4r	pharmacology	guide2pharmacology
Pyy	Npy2r	pharmacology	guide2pharmacology
Ppy	Npffr1	pharmacology	guide2pharmacology
Ppy	Npffr2	pharmacology	guide2pharmacology
Ppy	Npy1r	pharmacology	guide2pharmacology
Ppy	Npy5r	pharmacology	guide2pharmacology
Ppy	Npy4r	pharmacology	guide2pharmacology
Npvf	Npffr1	pharmacology	guide2pharmacology
Npvf	Npffr2	pharmacology	guide2pharmacology
Npff	Mas1	pharmacology	guide2pharmacology
Npff	Npffr1	pharmacology	guide2pharmacology
Npff	Npffr2	pharmacology	guide2pharmacology
Agt	Agtr1a	pharmacology	guide2pharmacology
Agt	Agtr2	pharmacology	guide2pharmacology
Agt	Mas1	pharmacology	guide2pharmacology
Tac2	Tacr2	pharmacology	guide2pharmacology
Tac2	Tacr3	pharmacology	guide2pharmacology
Tac2	Tacr1	pharmacology	guide2pharmacology
Tac4	Tacr2	pharmacology	guide2pharmacology
Tac4	Tacr3	pharmacology	guide2pharmacology
Tac4	Tacr1	pharmacology	guide2pharmacology
Tac1	Tacr2	pharmacology	guide2pharmacology
Tac1	Tacr3	pharmacology	guide2pharmacology
Tac1	Tacr1	pharmacology	guide2pharmacology
Thpo	Mpl	pharmacology	guide2pharmacology
Tnfsf10	Tnfrsf10b	pharmacology	guide2pharmacology
Tnfsf11	Tnfrsf11a	pharmacology	guide2pharmacology
Tnfsf12	Tnfrsf12a	pharmacology	guide2pharmacology
Tnfsf13b	Tnfrsf17	pharmacology	guide2pharmacology
Tnfsf13b	Tnfrsf13c	pharmacology	guide2pharmacology
Tnfsf13b	Tnfrsf13b	pharmacology	guide2pharmacology
Tnfsf13	Tnfrsf17	pharmacology	guide2pharmacology
Tnfsf14	Tnfrsf14	pharmacology	guide2pharmacology
Tnfsf14	Ltbr	pharmacology	guide2pharmacology
Btla	Tnfrsf14	pharmacology	guide2pharmacology
Lta	Tnfrsf1a	pharmacology	guide2pharmacology
Lta	Tnfrsf1b	pharmacology	guide2pharmacology
Lta	Tnfrsf14	pharmacology	guide2pharmacology
Tnf	Tnfrsf1a	pharmacology	guide2pharmacology
Tnf	Tnfrsf1b	pharmacology	guide2pharmacology
Tnfsf15	Tnfrsf25	pharmacology	guide2pharmacology
Tnfsf18	Tnfrsf18	pharmacology	guide2pharmacology
Tnfsf4	Tnfrsf4	pharmacology	guide2pharmacology
Tnfsf8	Tnfrsf8	pharmacology	guide2pharmacology
Tnfsf9	Tnfrsf9	pharmacology	guide2pharmacology
Trh	Trhr	pharmacology	guide2pharmacology
Nrg1	Erbb4	pharmacology	guide2pharmacology
Nrg1	Erbb3	pharmacology	guide2pharmacology
Nrg2	Erbb4	pharmacology	guide2pharmacology
Nrg2	Erbb3	pharmacology	guide2pharmacology
Nrg4	Erbb4	pharmacology	guide2pharmacology
Nrg3	Erbb4	pharmacology	guide2pharmacology
Btc	Egfr	pharmacology	guide2pharmacology
Btc	Erbb4	pharmacology	guide2pharmacology
Hbegf	Egfr	pharmacology	guide2pharmacology
Hbegf	Erbb4	pharmacology	guide2pharmacology
Ereg	Egfr	pharmacology	guide2pharmacology
Ereg	Erbb4	pharmacology	guide2pharmacology
Epgn	Egfr	pharmacology	guide2pharmacology
Egf	Egfr	pharmacology	guide2pharmacology
Tgfa	Egfr	pharmacology	guide2pharmacology
Areg	Egfr	pharmacology	guide2pharmacology
Crh	Crhr2	pharmacology	guide2pharmacology
Crh	Crhr1	pharmacology	guide2pharmacology
Crh	Mc2r	pharmacology	guide2pharmacology
Ucn2	Crhr2	pharmacology	guide2pharmacology
Ucn2	Crhr1	pharmacology	guide2pharmacology
Ucn	Crhr2	pharmacology	guide2pharmacology
Ucn	Crhr1	pharmacology	guide2pharmacology
Ucn3	Crhr2	pharmacology	guide2pharmacology
Penk	Oprd1	pharmacology	guide2pharmacology
Penk	Oprm1	pharmacology	guide2pharmacology
Penk	Oprk1	pharmacology	guide2pharmacology
Penk	Mrgprb2	pharmacology	guide2pharmacology
Pdyn	Oprd1	pharmacology	guide2pharmacology
Pdyn	Oprm1	pharmacology	guide2pharmacology
Pdyn	Oprk1	pharmacology	guide2pharmacology
Pomc	Mc2r	pharmacology	guide2pharmacology
Pomc	Mc1r	pharmacology	guide2pharmacology
Pomc	Mc4r	pharmacology	guide2pharmacology
Pomc	Mc5r	pharmacology	guide2pharmacology
Pomc	Mc3r	pharmacology	guide2pharmacology
Pomc	Oprd1	pharmacology	guide2pharmacology
Pomc	Oprm1	pharmacology	guide2pharmacology
Pomc	Oprk1	pharmacology	guide2pharmacology
a	Mc1r	pharmacology	guide2pharmacology
a	Mc4r	pharmacology	guide2pharmacology
a	Mc5r	pharmacology	guide2pharmacology
a	Mc3r	pharmacology	guide2pharmacology
Agrp	Mc4r	pharmacology	guide2pharmacology
Agrp	Mc5r	pharmacology	guide2pharmacology
Agrp	Mc3r	pharmacology	guide2pharmacology
Uts2b	Uts2r	pharmacology	guide2pharmacology
Uts2	Uts2r	pharmacology	guide2pharmacology
Vegfb	Flt1	pharmacology	guide2pharmacology
Vegfa	Flt1	pharmacology	guide2pharmacology
Vegfa	Kdr	pharmacology	guide2pharmacology
Pdgfc	Kdr	pharmacology	guide2pharmacology
Pdgfc	Flt4	pharmacology	guide2pharmacology
Vegfc	Kdr	pharmacology	guide2pharmacology
Vegfc	Flt4	pharmacology	guide2pharmacology
Sct	Sctr	pharmacology	guide2pharmacology
Sct	Adcyap1r1	pharmacology	guide2pharmacology
Sct	Vipr2	pharmacology	guide2pharmacology
Sct	Vipr1	pharmacology	guide2pharmacology
Vip	Sctr	pharmacology	guide2pharmacology
Vip	Adcyap1r1	pharmacology	guide2pharmacology
Vip	Vipr2	pharmacology	guide2pharmacology
Vip	Vipr1	pharmacology	guide2pharmacology
Adcyap1	Adcyap1r1	pharmacology	guide2pharmacology
Adcyap1	Vipr2	pharmacology	guide2pharmacology
Adcyap1	Vipr1	pharmacology	guide2pharmacology
Ghrh	Vipr1	pharmacology	guide2pharmacology
Wnt4	Fzd6	pharmacology	guide2pharmacology
Wnt5a	Fzd6	pharmacology	guide2pharmacology
Wnt3a	Fzd6	pharmacology	guide2pharmacology
A2m	Lrp1	ramilowski_known	ramilowski
Aanat	Mtnr1a	ramilowski_known	ramilowski
Aanat	Mtnr1b	ramilowski_known	ramilowski
Adam12	Itga9	ramilowski_known	ramilowski
Adam12	Itgb1	ramilowski_known	ramilowski
Adam12	Sdc4	ramilowski_known	ramilowski
Adam15	Itga5	ramilowski_known	ramilowski
Adam15	Itga9	ramilowski_known	ramilowski
Adam15	Itgb1	ramilowski_known	ramilowski
Adam15	Itgb3	ramilowski_known	ramilowski
Adam17	Itga5	ramilowski_known	ramilowski
Adam17	Itgb1	ramilowski_known	ramilowski
Adam23	Itga5	ramilowski_known	ramilowski
Adam23	Itgb3	ramilowski_known	ramilowski
Adam2	Itga6	ramilowski_known	ramilowski
Adam2	Itgb1	ramilowski_known	ramilowski
Adam9	Itga6	ramilowski_known	ramilowski
Adam9	Itgav	ramilowski_known	ramilowski
Adam9	Itgb1	ramilowski_known	ramilowski
Adam9	Itgb5	ramilowski_known	ramilowski
Adcyap1	Adcyap1r1	ramilowski_known	ramilowski
Adcyap1	Vipr1	ramilowski_known	ramilowski
Adcyap1	Vipr2	ramilowski_known	ramilowski
Adipoq	Adipor1	ramilowski_known	ramilowski
Adipoq	Adipor2	ramilowski_known	ramilowski
Adm2	Calcr	ramilowski_known	ramilowski
Adm2	Calcrl	ramilowski_known	ramilowski
Adm2	Ramp1	ramilowski_known	ramilowski
Adm	Calcr	ramilowski_known	ramilowski
Adm	Calcrl	ramilowski_known	ramilowski
Adm	Gpr182	ramilowski_known	ramilowski
Adm	Mrgprb1	ramilowski_known	ramilowski
Adm	Ramp2	ramilowski_known	ramilowski
Agrn	Musk	ramilowski_known	ramilowski
Agrp	Mc3r	ramilowski_known	ramilowski
Agrp	Mc4r	ramilowski_known	ramilowski
Agrp	Mc5r	ramilowski_known	ramilowski
Agt	Agtr1a	ramilowski_known	ramilowski
Agt	Agtr2	ramilowski_known	ramilowski
Agt	Lrp2	ramilowski_known	ramilowski
Agt	Mas1	ramilowski_known	ramilowski
Alox5ap	Alox5	ramilowski_known	ramilowski
Amh	Amhr2	ramilowski_known	ramilowski
Angpt1	Tek	ramilowski_known	ramilowski
Angpt1	Tie1	ramilowski_known	ramilowski
Angpt2	Tek	ramilowski_known	ramilowski
Angpt4	Tek	ramilowski_known	ramilowski
Angptl1	Tek	ramilowski_known	ramilowski
Anxa1	Fpr1	ramilowski_known	ramilowski
Anxa1	Fpr2	ramilowski_known	ramilowski
Apln	Aplnr	ramilowski_known	ramilowski
Apob	Ldlr	ramilowski_known	ramilowski
Apoe	Ldlr	ramilowski_known	ramilowski
Apoe	Lrp5	ramilowski_known	ramilowski
Apoe	Lrp8	ramilowski_known	ramilowski
Apoe	Sorl1	ramilowski_known	ramilowski
Apoe	Vldlr	ramilowski_known	ramilowski
App	Fpr2	ramilowski_known	ramilowski
Areg	Egfr	ramilowski_known	ramilowski
Arf1	Pld2	ramilowski_known	ramilowski
Artn	Gfra3	ramilowski_known	ramilowski
Artn	Ret	ramilowski_known	ramilowski
a	Atrn	ramilowski_known	ramilowski
a	Mc1r	ramilowski_known	ramilowski
a	Mgrn1	ramilowski_known	ramilowski
Avp	Avpr1a	ramilowski_known	ramilowski
Avp	Avpr1b	ramilowski_known	ramilowski
Avp	Avpr2	ramilowski_known	ramilowski
Avp	Oxtr	ramilowski_known	ramilowski
Bdnf	Ngfr	ramilowski_known	ramilowski
Bdnf	Ntrk2	ramilowski_known	ramilowski
Bmp10	Acvr1	ramilowski_known	ramilowski
Bmp10	Acvr2a	ramilowski_known	ramilowski
Bmp10	Acvr2b	ramilowski_known	ramilowski
Bmp10	Acvrl1	ramilowski_known	ramilowski
Bmp10	Bmpr1a	ramilowski_known	ramilowski
Bmp10	Bmpr1b	ramilowski_known	ramilowski
Bmp10	Bmpr2	ramilowski_known	ramilowski
Bmp15	Acvr1	ramilowski_known	ramilowski
Bmp15	Acvr2a	ramilowski_known	ramilowski
Bmp15	Acvr2b	ramilowski_known	ramilowski
Bmp15	Bmpr1a	ramilowski_known	ramilowski
Bmp15	Bmpr1b	ramilowski_known	ramilowski
Bmp15	Bmpr2	ramilowski_known	ramilowski
Bmp2	Acvr1	ramilowski_known	ramilowski
Bmp2	Acvr2a	ramilowski_known	ramilowski
Bmp2	Acvr2b	ramilowski_known	ramilowski
Bmp2	Bmpr1a	ramilowski_known	ramilowski
Bmp2	Bmpr1b	ramilowski_known	ramilowski
Bmp2	Bmpr2	ramilowski_known	ramilowski
Bmp3	Acvr1	ramilowski_known	ramilowski
Bmp3	Acvr2a	ramilowski_known	ramilowski
Bmp3	Acvr2b	ramilowski_known	ramilowski
Bmp3	Bmpr1a	ramilowski_known	ramilowski
Bmp3	Bmpr1b	ramilowski_known	ramilowski
Bmp3	Bmpr2	ramilowski_known	ramilowski
Bmp4	Acvr1	ramilowski_known	ramilowski
Bmp4	Acvr2a	ramilowski_known	ramilowski
Bmp4	Acvr2b	ramilowski_known	ramilowski
Bmp4	Bmpr1a	ramilowski_known	ramilowski
Bmp4	Bmpr1b	ramilowski_known	ramilowski
Bmp4	Bmpr2	ramilowski_known	ramilowski
Bmp5	Acvr1	ramilowski_known	ramilowski
Bmp5	Acvr2a	ramilowski_known	ramilowski
Bmp5	Acvr2b	ramilowski_known	ramilowski
Bmp5	Bmpr1a	ramilowski_known	ramilowski
Bmp5	Bmpr1b	ramilowski_known	ramilowski
Bmp5	Bmpr2	ramilowski_known	ramilowski
Bmp6	Acvr1	ramilowski_known	ramilowski
Bmp6	Acvr2a	ramilowski_known	ramilowski
Bmp6	Acvr2b	ramilowski_known	ramilowski
Bmp6	Bmpr1a	ramilowski_known	ramilowski
Bmp6	Bmpr1b	ramilowski_known	ramilowski
Bmp6	Bmpr2	ramilowski_known	ramilowski
Bmp7	Acvr1	ramilowski_known	ramilowski
Bmp7	Acvr2a	ramilowski_known	ramilowski
Bmp7	Acvr2b	ramilowski_known	ramilowski
Bmp7	Bmpr1a	ramilowski_known	ramilowski
Bmp7	Bmpr1b	ramilowski_known	ramilowski
Bmp7	Bmpr2	ramilowski_known	ramilowski
Btc	Egfr	ramilowski_known	ramilowski
Btc	Erbb3	ramilowski_known	ramilowski
Btc	Erbb4	ramilowski_known	ramilowski
Btla	Tnfrsf14	ramilowski_known	ramilowski
C3	C3ar1	ramilowski_known	ramilowski
C3	Itgax	ramilowski_known	ramilowski
C3	Itgb2	ramilowski_known	ramilowski
C3	Lrp1	ramilowski_known	ramilowski
Hc	C5ar1	ramilowski_known	ramilowski
Hc	C5ar2	ramilowski_known	ramilowski
Calca	Calcr	ramilowski_known	ramilowski
Calca	Calcrl	ramilowski_known	ramilowski
Calca	Ramp1	ramilowski_known	ramilowski
Calcb	Calcr	ramilowski_known	ramilowski
Calcb	Calcrl	ramilowski_known	ramilowski
Calcb	Ramp1	ramilowski_known	ramilowski
Calm1	Mylk	ramilowski_known	ramilowski
Calm1	Mylk2	ramilowski_known	ramilowski
Calm1	Pde1a	ramilowski_known	ramilowski
Calm1	Pde1b	ramilowski_known	ramilowski
Calm1	Pde1c	ramilowski_known	ramilowski
Calm2	Mylk	ramilowski_known	ramilowski
Calm2	Mylk2	ramilowski_known	ramilowski
Calm2	Pde1a	ramilowski_known	ramilowski
Calm2	Pde1b	ramilowski_known	ramilowski
Calm2	Pde1c	ramilowski_known	ramilowski
Calr	Scarf1	ramilowski_known	ramilowski
Camp	Fpr2	ramilowski_known	ramilowski
Cck	Cckar	ramilowski_known	ramilowski
Cck	Cckbr	ramilowski_known	ramilowski
Ccl11	Ackr2	ramilowski_known	ramilowski
Ccl11	Ccr2	ramilowski_known	ramilowski
Ccl11	Ccr3	ramilowski_known	ramilowski
Ccl11	Ccr5	ramilowski_known	ramilowski
Ccl11	Cxcr3	ramilowski_known	ramilowski
Ccl2	Ackr2	ramilowski_known	ramilowski
Ccl2	Ccr1	ramilowski_known	ramilowski
Ccl2	Ccr2	ramilowski_known	ramilowski
Ccl2	Ccr3	ramilowski_known	ramilowski
Ccl2	Ccr5	ramilowski_known	ramilowski
Ccl2	Cxcr3	ramilowski_known	ramilowski
Ccl17	Ccr4	ramilowski_known	ramilowski
Ccl17	Ccr8	ramilowski_known	ramilowski
Ccl19	Ackr4	ramilowski_known	ramilowski
Ccl19	Ccr7	ramilowski_known	ramilowski
Ccl19	Ccrl2	ramilowski_known	ramilowski
Ccl19	Cxcr3	ramilowski_known	ramilowski
Ccl1	Ccr8	ramilowski_known	ramilowski
Ccl20	Ccr6	ramilowski_known	ramilowski
Ccl20	Cxcr3	ramilowski_known	ramilowski
Ccl21a	Ackr4	ramilowski_known	ramilowski
Ccl21a	Ccr7	ramilowski_known	ramilowski
Ccl21a	Cxcr3	ramilowski_known	ramilowski
Ccl22	Ccr4	ramilowski_known	ramilowski
Ccl24	Ccr2	ramilowski_known	ramilowski
Ccl24	Ccr3	ramilowski_known	ramilowski
Ccl25	Ackr4	ramilowski_known	ramilowski
Ccl25	Ccr9	ramilowski_known	ramilowski
Ccl26	Ccr2	ramilowski_known	ramilowski
Ccl26	Ccr3	ramilowski_known	ramilowski
Gm13306	Ccr10	ramilowski_known	ramilowski
Ccl28	Ccr10	ramilowski_known	ramilowski
Ccl28	Ccr3	ramilowski_known	ramilowski
Ccl12	Ackr2	ramilowski_known	ramilowski
Ccl12	Ccr1	ramilowski_known	ramilowski
Ccl12	Ccr2	ramilowski_known	ramilowski
Ccl12	Ccr3	ramilowski_known	ramilowski
Ccl12	Ccr4	ramilowski_known	ramilowski
Ccl12	Ccr5	ramilowski_known	ramilowski
Ccl3	Ccr1	ramilowski_known	ramilowski
Ccl3	Ccr5	ramilowski_known	ramilowski
Ccl4	Ackr2	ramilowski_known	ramilowski
Ccl4	Ccr1	ramilowski_known	ramilowski
Ccl4	Ccr5	ramilowski_known	ramilowski
Ccl4	Ccr8	ramilowski_known	ramilowski
Ccl5	Ackr2	ramilowski_known	ramilowski
Ccl5	Ccr1	ramilowski_known	ramilowski
Ccl5	Ccr3	ramilowski_known	ramilowski
Ccl5	Ccr4	ramilowski_known	ramilowski
Ccl5	Ccr5	ramilowski_known	ramilowski
Ccl5	Cxcr3	ramilowski_known	ramilowski
Ccl5	Gpr75	ramilowski_known	ramilowski
Ccl7	Ackr2	ramilowski_known	ramilowski
Ccl7	Ccr1	ramilowski_known	ramilowski
Ccl7	Ccr2	ramilowski_known	ramilowski
Ccl7	Ccr3	ramilowski_known	ramilowski
Ccl7	Ccr5	ramilowski_known	ramilowski
Ccl7	Cxcr3	ramilowski_known	ramilowski
Ccl8	Ackr2	ramilowski_known	ramilowski
Ccl8	Ccr1	ramilowski_known	ramilowski
Ccl8	Ccr2	ramilowski_known	ramilowski
Ccl8	Ccr3	ramilowski_known	ramilowski
Ccl8	Ccr5	ramilowski_known	ramilowski
Cd24a	Selp	ramilowski_known	ramilowski
Cd34	Sell	ramilowski_known	ramilowski
Cd40lg	Cd40	ramilowski_known	ramilowski
Cd70	Cd27	ramilowski_known	ramilowski
Cdh1	Itgae	ramilowski_known	ramilowski
Cdh1	Itgb7	ramilowski_known	ramilowski
Cfh	Sell	ramilowski_known	ramilowski
Cga	Fshr	ramilowski_known	ramilowski
Cga	Lhcgr	ramilowski_known	ramilowski
Cga	Tshr	ramilowski_known	ramilowski
Chad	Itga2	ramilowski_known	ramilowski
Chad	Itgb1	ramilowski_known	ramilowski
Clcf1	Cntfr	ramilowski_known	ramilowski
Clcf1	Crlf1	ramilowski_known	ramilowski
Clcf1	Il6st	ramilowski_known	ramilowski
Clcf1	Lifr	ramilowski_known	ramilowski
Clec11a	Kit	ramilowski_known	ramilowski
Cntf	Cntfr	ramilowski_known	ramilowski
Cntf	Il6st	ramilowski_known	ramilowski
Cntf	Lifr	ramilowski_known	ramilowski
Col18a1	Gpc1	ramilowski_known	ramilowski
Col18a1	Itga5	ramilowski_known	ramilowski
Col18a1	Itgb1	ramilowski_known	ramilowski
Col1a1	Ddr1	ramilowski_known	ramilowski
Col1a1	Ddr2	ramilowski_known	ramilowski
Col1a1	Itga11	ramilowski_known	ramilowski
Col1a1	Itga2	ramilowski_known	ramilowski
Col1a1	Itgb1	ramilowski_known	ramilowski
Col2a1	Itga10	ramilowski_known	ramilowski
Col2a1	Itga2	ramilowski_known	ramilowski
Col2a1	Itgb1	ramilowski_known	ramilowski
Col4a1	Itga1	ramilowski_known	ramilowski
Col4a1	Itgb1	ramilowski_known	ramilowski
Col4a1	Itgb8	ramilowski_known	ramilowski
Col5a3	Sdc3	ramilowski_known	ramilowski
Cort	Ghsr	ramilowski_known	ramilowski
Cort	Mrgprb1	ramilowski_known	ramilowski
Cort	Sstr1	ramilowski_known	ramilowski
Cort	Sstr2	ramilowski_known	ramilowski
Cort	Sstr3	ramilowski_known	ramilowski
Cort	Sstr4	ramilowski_known	ramilowski
Cort	Sstr5	ramilowski_known	ramilowski
Crh	Crhr1	ramilowski_known	ramilowski
Crh	Crhr2	ramilowski_known	ramilowski
Crh	Mc2r	ramilowski_known	ramilowski
Csf1	Csf1r	ramilowski_known	ramilowski
Csf2	Csf1r	ramilowski_known	ramilowski
Csf2	Csf2ra	ramilowski_known	ramilowski
Csf2	Csf2rb	ramilowski_known	ramilowski
Csf2	Csf3r	ramilowski_known	ramilowski
Csf3	Csf1r	ramilowski_known	ramilowski
Csf3	Csf3r	ramilowski_known	ramilowski
Gh	Prlr	ramilowski_known	ramilowski
Ctf1	Il6st	ramilowski_known	ramilowski
Ctf1	Lifr	ramilowski_known	ramilowski
Ctgf	Itgam	ramilowski_known	ramilowski
Ctgf	Itgb2	ramilowski_known	ramilowski
Ctgf	Lrp6	ramilowski_known	ramilowski
Cx3cl1	Cx3cr1	ramilowski_known	ramilowski
Cxcl10	Ccr3	ramilowski_known	ramilowski
Cxcl10	Cxcr3	ramilowski_known	ramilowski
Cxcl11	Ackr3	ramilowski_known	ramilowski
Cxcl11	Ccr3	ramilowski_known	ramilowski
Cxcl11	Cxcr3	ramilowski_known	ramilowski
Cxcl12	Ackr3	ramilowski_known	ramilowski
Cxcl12	Cxcr3	ramilowski_known	ramilowski
Cxcl12	Cxcr4	ramilowski_known	ramilowski
Cxcl13	Cxcr5	ramilowski_known	ramilowski
Cxcl16	Cxcr6	ramilowski_known	ramilowski
Cxcl1	Cxcr1	ramilowski_known	ramilowski
Cxcl1	Cxcr2	ramilowski_known	ramilowski
Cxcl1	Xcr1	ramilowski_known	ramilowski
Cxcl2	Cxcr1	ramilowski_known	ramilowski
Cxcl2	Cxcr2	ramilowski_known	ramilowski
Cxcl5	Cxcr1	ramilowski_known	ramilowski
Cxcl5	Cxcr2	ramilowski_known	ramilowski
Cxcl9	Ccr3	ramilowski_known	ramilowski
Cxcl9	Cxcr3	ramilowski_known	ramilowski
Cyr61	Itga5	ramilowski_known	ramilowski
Cyr61	Itgam	ramilowski_known	ramilowski
Cyr61	Itgb2	ramilowski_known	ramilowski
Cyr61	Itgb3	ramilowski_known	ramilowski
Dhh	Hhip	ramilowski_known	ramilowski
Dhh	Ptch2	ramilowski_known	ramilowski
Dkk1	Kremen1	ramilowski_known	ramilowski
Dkk1	Kremen2	ramilowski_known	ramilowski
Dkk1	Lrp6	ramilowski_known	ramilowski
Dkk2	Lrp6	ramilowski_known	ramilowski
Dlk1	Notch1	ramilowski_known	ramilowski
Dlk1	Notch2	ramilowski_known	ramilowski
Dlk1	Notch3	ramilowski_known	ramilowski
Dlk1	Notch4	ramilowski_known	ramilowski
Dll1	Notch1	ramilowski_known	ramilowski
Dll1	Notch2	ramilowski_known	ramilowski
Dll1	Notch3	ramilowski_known	ramilowski
Dll1	Notch4	ramilowski_known	ramilowski
Dll3	Notch1	ramilowski_known	ramilowski
Dll3	Notch2	ramilowski_known	ramilowski
Dll3	Notch3	ramilowski_known	ramilowski
Dll3	Notch4	ramilowski_known	ramilowski
Dll4	Notch1	ramilowski_known	ramilowski
Dll4	Notch2	ramilowski_known	ramilowski
Dll4	Notch3	ramilowski_known	ramilowski
Dll4	Notch4	ramilowski_known	ramilowski
Dusp18	Cd151	ramilowski_known	ramilowski
Dusp18	Itga1	ramilowski_known	ramilowski
Dusp18	Itga2	ramilowski_known	ramilowski
Dusp18	Itga3	ramilowski_known	ramilowski
Dusp18	Itga6	ramilowski_known	ramilowski
Dusp18	Itga7	ramilowski_known	ramilowski
Dusp18	Itgb1	ramilowski_known	ramilowski
Dusp18	Itgb4	ramilowski_known	ramilowski
Dusp18	Rpsa	ramilowski_known	ramilowski
Eda	Eda2r	ramilowski_known	ramilowski
Eda	Edar	ramilowski_known	ramilowski
Edn1	Ednra	ramilowski_known	ramilowski
Edn2	Ednra	ramilowski_known	ramilowski
Edn3	Ednrb	ramilowski_known	ramilowski
Efna1	Epha1	ramilowski_known	ramilowski
Efna1	Epha2	ramilowski_known	ramilowski
Efna1	Epha3	ramilowski_known	ramilowski
Efna1	Epha4	ramilowski_known	ramilowski
Efna1	Epha5	ramilowski_known	ramilowski
Efna1	Epha6	ramilowski_known	ramilowski
Efna1	Epha7	ramilowski_known	ramilowski
Efna1	Epha8	ramilowski_known	ramilowski
Efna2	Epha1	ramilowski_known	ramilowski
Efna2	Epha2	ramilowski_known	ramilowski
Efna2	Epha3	ramilowski_known	ramilowski
Efna2	Epha4	ramilowski_known	ramilowski
Efna2	Epha5	ramilowski_known	ramilowski
Efna2	Epha6	ramilowski_known	ramilowski
Efna2	Epha7	ramilowski_known	ramilowski
Efna2	Epha8	ramilowski_known	ramilowski
Efna3	Epha1	ramilowski_known	ramilowski
Efna3	Epha2	ramilowski_known	ramilowski
Efna3	Epha3	ramilowski_known	ramilowski
Efna3	Epha4	ramilowski_known	ramilowski
Efna3	Epha5	ramilowski_known	ramilowski
Efna3	Epha6	ramilowski_known	ramilowski
Efna3	Epha7	ramilowski_known	ramilowski
Efna3	Epha8	ramilowski_known	ramilowski
Efna3	Ephb1	ramilowski_known	ramilowski
Efna4	Epha1	ramilowski_known	ramilowski
Efna4	Epha2	ramilowski_known	ramilowski
Efna4	Epha3	ramilowski_known	ramilowski
Efna4	Epha4	ramilowski_known	ramilowski
Efna4	Epha5	ramilowski_known	ramilowski
Efna4	Epha6	ramilowski_known	ramilowski
Efna4	Epha7	ramilowski_known	ramilowski
Efna4	Epha8	ramilowski_known	ramilowski
Efna5	Epha1	ramilowski_known	ramilowski
Efna5	Epha2	ramilowski_known	ramilowski
Efna5	Epha3	ramilowski_known	ramilowski
